TemplateID,GreenRatio,BlueRatio,GreenRank,BlueRank
396,0.1267,0.0378,876,84
786,0.1267,0.028,877,788
276,0.1267,0.0324,878,421
231,0.1267,0.0267,879,874
524,0.1266,0.0316,880,506
722,0.1266,0.0314,881,528
556,0.1266,0.0313,882,534
834,0.1266,0.0367,883,140
336,0.1265,0.0366,884,143
615,0.1263,0.0307,885,608
950,0.1262,0.0312,886,559
124,0.1262,0.0331,887,357
897,0.1261,0.0406,888,36
100,0.1261,0.0273,889,836
613,0.1261,0.0316,890,496
695,0.1261,0.0363,891,154
283,0.1261,0.0314,892,532
74,0.1261,0.0297,893,681
476,0.126,0.028,894,793
17,0.126,0.029,895,719
119,0.126,0.0265,896,877
357,0.1259,0.0364,897,153
771,0.1259,0.0305,898,628
510,0.1258,0.0271,899,851
700,0.1258,0.032,900,450
588,0.1258,0.0373,901,111
180,0.1258,0.03,902,663
856,0.1257,0.0321,903,446
97,0.1257,0.0353,904,204
841,0.1257,0.0313,905,547
542,0.1256,0.029,906,722
915,0.1253,0.0363,907,156
979,0.125,0.0367,908,138
828,0.1249,0.0306,909,613
712,0.1248,0.0424,910,23
898,0.1248,0.0312,911,552
821,0.1247,0.0422,912,28
765,0.1246,0.032,913,453
361,0.1246,0.0423,914,25
46,0.1246,0.0351,915,221
79,0.1246,0.0365,916,147
33,0.1245,0.0365,917,145
974,0.1245,0.0314,918,533
229,0.1244,0.036,919,169
886,0.1244,0.0488,920,4
295,0.1244,0.0436,921,20
815,0.1243,0.0367,922,139
294,0.1243,0.0355,923,192
187,0.1242,0.036,924,170
285,0.124,0.0308,925,598
863,0.1237,0.0364,926,152
996,0.1236,0.033,927,361
955,0.1236,0.0305,928,620
2,0.1236,0.0326,929,406
491,0.1236,0.0317,930,491
835,0.1235,0.0422,931,27
914,0.1235,0.0316,932,508
528,0.1235,0.0303,933,648
447,0.1234,0.0317,934,489
862,0.1233,0.0393,935,44
763,0.1233,0.0497,936,1
424,0.1233,0.0359,937,174
291,0.1232,0.0333,938,334
926,0.123,0.0445,939,14
73,0.123,0.0488,940,5
800,0.123,0.0473,941,9
210,0.1229,0.0356,942,188
648,0.1229,0.0491,943,3
698,0.1229,0.0308,944,588
925,0.1229,0.0335,945,317
412,0.1229,0.0307,946,603
666,0.1228,0.0307,947,607
592,0.1227,0.0343,948,265
105,0.1227,0.0339,949,291
916,0.1224,0.0306,950,619
866,0.1222,0.035,951,224
742,0.1222,0.0486,952,6
576,0.1221,0.0333,953,333
179,0.1221,0.0308,954,595
936,0.122,0.0466,955,10
55,0.1219,0.0398,956,41
933,0.1218,0.0351,957,219
769,0.1216,0.0346,958,243
324,0.1216,0.0348,959,235
176,0.1216,0.0342,960,271
571,0.1215,0.0304,961,636
953,0.1215,0.0303,962,642
37,0.1215,0.0304,963,632
395,0.1215,0.0338,964,294
687,0.1213,0.031,965,573
790,0.1213,0.0346,966,247
875,0.1213,0.0305,967,625
881,0.1212,0.0308,968,591
566,0.121,0.0307,969,610
466,0.1208,0.0429,970,21
587,0.1206,0.0335,971,318
940,0.1203,0.0336,972,309
657,0.1203,0.0333,973,332
348,0.1201,0.0319,974,464
458,0.1201,0.0342,975,275
935,0.1201,0.0372,976,117
754,0.1199,0.0302,977,652
345,0.1199,0.0331,978,351
383,0.1195,0.0372,979,116
403,0.1193,0.0492,980,2
842,0.1192,0.0436,981,19
29,0.119,0.0323,982,436
80,0.1189,0.0331,983,347
130,0.1187,0.0464,984,11
224,0.1187,0.0326,985,404
577,0.1184,0.0483,986,7
892,0.1181,0.0482,987,8
6,0.1172,0.0447,988,13
968,0.1167,0.0464,989,12
147,0.1161,0.0414,990,31
601,0.1105,0.0415,991,30
